FEN,EVAL
r1b1r1k1/p1p1qppp/2p5/8/3B1P2/PP2P3/2P3PP/RN1Q1RK1 b - - 0 14,407.0
r1b1r1k1/p1p1qppp/8/2p5/3B1P2/PP2P3/2P3PP/RN1Q1RK1 w - - 0 15,326.0
r1b1r1k1/p1p1qppp/8/2p5/5P2/PP2P3/1BP3PP/RN1Q1RK1 b - - 1 15,243.0
r1b1r1k1/p1p2ppp/8/2p5/5P2/PP2q3/1BP3PP/RN1Q1R1K b - - 1 16,252.0
r3r1k1/p1p2ppp/8/2p5/5Pb1/PP2q3/1BP3PP/RN1Q1R1K w - - 2 17,268.0
r3r1k1/p1p2ppp/8/2p5/5Pb1/PP2q3/1BPQ2PP/RN3R1K b - - 3 17,352.0
r3r1k1/p1p2ppp/8/2p5/5Pb1/PP6/1BPq2PP/RN3R1K w - - 0 18,-19.0
r3r1k1/p1p2ppp/8/2p5/5Pb1/PP6/1BPN2PP/R4R1K b - - 0 18,246.0
r3r1k1/p1p2ppp/8/2p5/5P2/PP6/1BPNb1PP/R4R1K w - - 1 19,455.0
r3r1k1/p1p2ppp/8/2p5/5P2/PP6/1BPNbRPP/R6K b - - 2 19,387.0
r3r1k1/p1p2ppp/8/1bp5/5P2/PP6/1BPN1RPP/R6K w - - 3 20,512.0
r3r1k1/p1p2ppp/8/1bp5/5P2/PP3R2/1BPN2PP/R6K b - - 4 20,279.0
r5k1/p1p2ppp/8/1bp5/5P2/PP3R2/1BPNr1PP/R6K w - - 5 21,305.0
r5k1/p1p2ppp/8/1bp5/2N2P2/PP3R2/1BP1r1PP/R6K b - - 6 21,254.0
r5k1/p1p2ppp/8/2p5/2b2P2/PP3R2/1BP1r1PP/R6K w - - 0 22,15.0
r5k1/p1p2ppp/8/2p5/2P2P2/P4R2/1BP1r1PP/R6K b - - 0 22,254.0
4r1k1/p1p2ppp/8/2p5/2P2P2/P4R2/1BP1r1PP/R6K w - - 1 23,380.0
4r1k1/p1p2ppp/8/2p5/2P2P2/P5R1/1BP1r1PP/R6K b - - 2 23,248.0
4r1k1/p1p2ppp/8/2p5/2P2P2/P5R1/1BP3PP/4R2K b - - 0 24,343.0
rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq - 0 1,-19.0
rnbqkbnr/ppp1pppp/8/3p4/8/1P6/P1PPPPPP/RNBQKBNR w KQkq - 0 2,-16.0
rnbqkbnr/ppp1pppp/8/3p4/8/1P6/PBPPPPPP/RN1QKBNR b KQkq - 1 2,-17.0
rn1qkbnr/ppp1pppp/8/3p1b2/8/1P6/PBPPPPPP/RN1QKBNR w KQkq - 2 3,-6.0
rn1qkbnr/ppp1pppp/8/3p1b2/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq - 0 3,-1.0
rn1qkbnr/ppp2ppp/4p3/3p1b2/8/1P2P3/PBPP1PPP/RN1QKBNR w KQkq - 0 4,-2.0
rn1qkbnr/ppp2ppp/4p3/3p1b2/5P2/1P2P3/PBPP2PP/RN1QKBNR b KQkq - 0 4,-28.0
rn1qkb1r/ppp2ppp/4pn2/3p1b2/5P2/1P2P3/PBPP2PP/RN1QKBNR w KQkq - 1 5,-18.0
rn1qkb1r/ppp2ppp/4pn2/3p1b2/5P2/1P2PN2/PBPP2PP/RN1QKB1R b KQkq - 2 5,-11.0
rn1qkb1r/ppp2ppp/4p3/3p1b2/4nP2/1P2PN2/PBPP2PP/RN1QKB1R w KQkq - 3 6,15.0
rn1qkb1r/ppp2ppp/4p3/3p1b2/4nP2/1P2PN2/PBPPB1PP/RN1QK2R b KQkq - 4 6,9.0
rn1qk2r/ppp1bppp/4p3/3p1b2/4nP2/1P2PN2/PBPPB1PP/RN1QK2R w KQkq - 5 7,7.0
rn1qk2r/ppp1bppp/4p3/3p1b2/4nP2/1P2PN2/PBPPB1PP/RN1Q1RK1 b kq - 6 7,10.0
rn1qk2r/pp2bppp/4p3/2pp1b2/4nP2/1P2PN2/PBPPB1PP/RN1Q1RK1 w kq - 0 8,17.0
r2qk2r/pp2bppp/2n1p3/1Bpp1b2/4nP2/1P2PN2/PBPP2PP/RN1Q1RK1 w kq - 2 9,-9.0
r2qk2r/p3bppp/2p1p3/2pp1b2/4nP2/1P2PN2/PBPP2PP/RN1Q1RK1 w kq - 0 10,10.0
r2qk2r/p3bppp/2p1p3/2pp1b2/4nP2/1P1PPN2/PBP3PP/RN1Q1RK1 b kq - 0 10,15.0
r2qk2r/p4ppp/2p1pb2/2pp1b2/4nP2/1P1PPN2/PBP3PP/RN1Q1RK1 w kq - 1 11,47.0
r2qk2r/p4ppp/2p1pB2/2pp1b2/4nP2/1P1PPN2/P1P3PP/RN1Q1RK1 b kq - 0 11,196.0
r2qk2r/p4ppp/2p1pn2/2pp1b2/5P2/1P1PPN2/P1P3PP/RN1Q1RK1 w kq - 0 12,37.0
r2qk2r/p4ppp/2p1pn2/2ppNb2/5P2/1P1PP3/P1P3PP/RN1Q1RK1 b kq - 1 12,43.0
r2q1rk1/p4ppp/2p1pn2/2ppNb2/5P2/1P1PP3/P1P3PP/RN1Q1RK1 w - - 2 13,49.0
r2q1rk1/p4ppp/2N1pn2/2pp1b2/5P2/1P1PP3/P1P3PP/RN1Q1RK1 b - - 0 13,43.0
r4rk1/p4ppp/1qN1pn2/2pp1b2/5P2/1P1PP3/P1P3PP/RN1Q1RK1 w - - 1 14,10.0
r4rk1/p4ppp/1q2pn2/2ppNb2/5P2/1P1PP3/P1P3PP/RN1Q1RK1 b - - 2 14,60.0
r4rk1/p4ppp/1q2pn2/3pNb2/2p2P2/1P1PP3/P1P3PP/RN1Q1RK1 w - - 0 15,48.0
r4rk1/p4ppp/1q2pn2/3pNb2/2p2P2/1P1PP3/P1P3PP/RN2QRK1 b - - 1 15,40.0
r4rk1/p4ppp/1q2pn2/3pNb2/5P2/1P1pP3/P1P3PP/RN2QRK1 w - - 0 16,-75.0
r4rk1/p4ppp/1q2pn2/3pNb2/5P2/1P1PP3/P5PP/RN2QRK1 b - - 0 16,21.0
2r2rk1/p4ppp/1q2pn2/3pNb2/5P2/1P1PP3/P5PP/RN2QRK1 w - - 1 17,21.0
2r2rk1/p4ppp/1q2pn2/3pNb2/5P2/1P1PP3/P2N2PP/R3QRK1 b - - 2 17,1.0
5rk1/p4ppp/1q2pn2/3pNb2/5P2/1P1PP3/P1rN2PP/R3QRK1 w - - 3 18,31.0
5rk1/p4ppp/1q2pn2/3pNb2/5P2/1P1PPN2/P1r3PP/R3QRK1 b - - 4 18,56.0
5rk1/p4ppp/1q2pn2/3pN3/5Pb1/1P1PPN2/P1r3PP/R3QRK1 w - - 5 19,105.0
5rk1/p4ppp/1q2pn2/3pN3/5Pb1/1P1PPNQ1/P1r3PP/R4RK1 b - - 6 19,50.0
5rk1/p4ppp/1q2pn2/3pN3/5P2/1P1PPbQ1/P1r3PP/R4RK1 w - - 0 20,1.0
5rk1/p4ppp/1q2pn2/3pN3/5P2/1P1PPQ2/P1r3PP/R4RK1 b - - 0 20,3.0
5rk1/p1q2ppp/4pn2/3pN3/5P2/1P1PPQ2/P1r3PP/R4RK1 w - - 1 21,25.0
5rk1/p1q2ppp/4pn2/3pN3/5P2/1P1PPQ2/P1r2RPP/R5K1 b - - 2 21,13.0
5rk1/p1q2ppp/4pn2/3pN3/5P2/1P1PPQ2/P5PP/R1r2RK1 b - - 4 22,15.0
5rk1/p1q2ppp/4pn2/3pN3/5P2/1P1PPQ2/P5PP/r4RK1 w - - 0 23,-77.0
5rk1/p1q2ppp/4pn2/3pN3/5P2/1P1PPQ2/P5PP/R5K1 b - - 0 23,24.0
5rk1/p1qn1ppp/4p3/3pN3/5P2/1P1PPQ2/P5PP/R5K1 w - - 1 24,66.0
5rk1/p1qn1ppp/4p3/3pN3/5P2/1P1PPQ2/P5PP/3R2K1 b - - 2 24,30.0
5rk1/p1q2ppp/4p3/3pn3/5P2/1P1PPQ2/P5PP/3R2K1 w - - 0 25,-151.0
5rk1/p1q2ppp/4p3/3pP3/8/1P1PPQ2/P5PP/3R2K1 b - - 0 25,-35.0
5rk1/p4ppp/4p3/3pq3/8/1P1PPQ2/P5PP/3R2K1 w - - 0 26,-27.0
5rk1/p4ppp/4p3/3pq3/3P4/1P2PQ2/P5PP/3R2K1 b - - 0 26,-30.0
5rk1/p4ppp/4p3/3p4/3Pq3/1P2PQ2/P5PP/3R2K1 w - - 1 27,-17.0
5rk1/p4ppp/4p3/3p4/3PQ3/1P2P3/P5PP/3R2K1 b - - 0 27,15.0
5rk1/p4ppp/4p3/8/3Pp3/1P2P3/P5PP/3R2K1 w - - 0 28,24.0
5rk1/p4ppp/4p3/8/3Pp3/1P2P3/P5PP/5RK1 b - - 1 28,-14.0
2r3k1/p4ppp/4p3/8/3Pp3/1P2P3/P5PP/5RK1 w - - 2 29,-11.0
2r3k1/p4ppp/4p3/8/3PpR2/1P2P3/P5PP/6K1 b - - 3 29,-49.0
6k1/p4ppp/4p3/8/3PpR2/1P2P3/P4KPP/2r5 b - - 5 30,-56.0
6k1/p4ppp/4p3/8/3PpR2/1P2P1K1/P1r3PP/8 b - - 7 31,-68.0
6k1/p4ppp/4p3/8/3PpR2/1P2P1K1/r5PP/8 w - - 0 32,-38.0
6k1/p4ppp/4p3/8/3PR3/1P2P1K1/r5PP/8 b - - 0 32,-17.0
6k1/5ppp/4p3/p7/3PR3/1P2P1K1/r5PP/8 w - - 0 33,6.0
6k1/5ppp/4p3/p3R3/3P4/1P2P1K1/r5PP/8 b - - 1 33,-1.0
6k1/5ppp/4p3/p3R3/3P4/rP2P1K1/6PP/8 w - - 2 34,15.0
6k1/5ppp/4p3/pR6/3P4/rP2P1K1/6PP/8 b - - 3 34,2.0
rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq - 0 1,-19.0
rnbqkbnr/pppp1ppp/8/4p3/8/1P6/P1PPPPPP/RNBQKBNR w KQkq - 0 2,-24.0
rnbqkbnr/pppp1ppp/8/4p3/8/1P6/PBPPPPPP/RN1QKBNR b KQkq - 1 2,-27.0
r1bqkbnr/pppp1ppp/2n5/4p3/8/1P6/PBPPPPPP/RN1QKBNR w KQkq - 2 3,-11.0
r1bqkbnr/pppp1ppp/2n5/4p3/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq - 0 3,-14.0
r1bqkbnr/ppp2ppp/2n5/3pp3/8/1P2P3/PBPP1PPP/RN1QKBNR w KQkq - 0 4,-28.0
r1bqkbnr/ppp2ppp/2n5/1B1pp3/8/1P2P3/PBPP1PPP/RN1QK1NR b KQkq - 1 4,-25.0
r1bqk1nr/ppp2ppp/2nb4/1B1pp3/8/1P2P3/PBPP1PPP/RN1QK1NR w KQkq - 2 5,-25.0
r1bqk1nr/p1p2ppp/2pb4/3pp3/8/1P2P3/PBPP1PPP/RN1QK1NR w KQkq - 0 6,-33.0
r1bqk1nr/p1p2ppp/2pb4/3pp3/5P2/1P2P3/PBPP2PP/RN1QK1NR b KQkq - 0 6,-65.0
r1b1k1nr/p1p1qppp/2pb4/3pp3/5P2/1P2P3/PBPP2PP/RN1QK1NR w KQkq - 1 7,-28.0
r1b1k1nr/p1p1qppp/2pb4/3pP3/8/1P2P3/PBPP2PP/RN1QK1NR b KQkq - 0 7,80.0
r1b1k1nr/p1p1qppp/2p5/3pb3/8/1P2P3/PBPP2PP/RN1QK1NR w KQkq - 0 8,-27.0
r1b1k1nr/p1p1qppp/2p5/3pb3/3P4/1P2P3/PBP3PP/RN1QK1NR b KQkq - 0 8,-90.0
r1b1k1nr/p1p1qppp/2pb4/3p4/3P4/1P2P3/PBP3PP/RN1QK1NR w KQkq - 1 9,-152.0
r1b1k1nr/p1p1qppp/2pb4/3p4/3P4/1P2PN2/PBP3PP/RN1QK2R b KQkq - 2 9,-126.0
r1b1k2r/p1p1qppp/2pb1n2/3p4/3P4/1P2PN2/PBP3PP/RN1QK2R w KQkq - 3 10,-149.0
r1b1k2r/p1p1qppp/2pb1n2/3p4/3P4/1P2PN2/PBP3PP/RN1Q1RK1 b kq - 4 10,-131.0
r3k2r/p1p1qppp/b1pb1n2/3p4/3P4/1P2PN2/PBP3PP/RN1Q1RK1 w kq - 5 11,-118.0
r3k2r/p1p1qppp/b1pb1n2/3p4/3P4/1P2PN2/PBP3PP/RN1QR1K1 b kq - 6 11,-100.0
r3k2r/p1p1qppp/b1pb4/3p4/3Pn3/1P2PN2/PBP3PP/RN1QR1K1 w kq - 7 12,-92.0
r3k2r/p1p1qppp/b1pb4/3p4/3Pn3/1P2PN2/PBPN2PP/R2QR1K1 b kq - 8 12,-88.0
r4rk1/p1p1qppp/b1pb4/3p4/3Pn3/1P2PN2/PBPN2PP/R2QR1K1 w - - 9 13,-87.0
r4rk1/p1p1qppp/b1pb4/3p4/3PN3/1P2PN2/PBP3PP/R2QR1K1 b - - 0 13,-45.0
r4rk1/p1p1qppp/b1pb4/8/3Pp3/1P2PN2/PBP3PP/R2QR1K1 w - - 0 14,-68.0
r4rk1/p1p1qppp/b1pb4/4N3/3Pp3/1P2P3/PBP3PP/R2QR1K1 b - - 1 14,-59.0
r4rk1/p1p1qppp/b1p5/4b3/3Pp3/1P2P3/PBP3PP/R2QR1K1 w - - 0 15,-101.0
r4rk1/p1p1qppp/b1p5/4P3/4p3/1P2P3/PBP3PP/R2QR1K1 b - - 0 15,21.0
3r1rk1/p1p1qppp/b1p5/4P3/4p3/1P2P3/PBP3PP/R2QR1K1 w - - 1 16,35.0
3r1rk1/p1p1qppp/b1p5/4P3/4p1Q1/1P2P3/PBP3PP/R3R1K1 b - - 2 16,45.0
3r1rk1/p1p2ppp/b1p5/4P3/1q2p1Q1/1P2P3/PBP3PP/R3R1K1 w - - 3 17,103.0
3r1rk1/p1p2ppp/b1p1P3/8/1q2p1Q1/1P2P3/PBP3PP/R3R1K1 b - - 0 17,142.0
3r1rk1/p1p3pp/b1p1Pp2/8/1q2p1Q1/1P2P3/PBP3PP/R3R1K1 w - - 0 18,155.0
3r1rk1/p1p3pp/b1p1Pp2/8/1q2p1Q1/1P2P3/PBP3PP/3RR1K1 b - - 1 18,97.0
5rk1/p1p3pp/b1p1Pp2/3r4/1q2p1Q1/1P2P3/PBP3PP/3RR1K1 w - - 2 19,110.0
5rk1/p1p3pp/b1p1Pp2/3r4/1q2p1Q1/PP2P3/1BP3PP/3RR1K1 b - - 0 19,97.0
5rk1/p1p3pp/b1pqPp2/3r4/4p1Q1/PP2P3/1BP3PP/3RR1K1 w - - 1 20,74.0
5rk1/p1p3pp/b1pqPp2/3R4/4p1Q1/PP2P3/1BP3PP/4R1K1 b - - 0 20,195.0
5rk1/p1p3pp/b2qPp2/3p4/4p1Q1/PP2P3/1BP3PP/4R1K1 w - - 0 21,22.0
5rk1/p1p3pp/b2qPp2/3p4/4p1Q1/PP2P3/1BP1R1PP/6K1 b - - 1 21,-120.0
5rk1/p1p3pp/3qPp2/3p4/4p1Q1/PP2P3/1BP1b1PP/6K1 w - - 0 22,-369.0
5rk1/p1p3pp/3qPp2/3p4/4p3/PP2P3/1BP1Q1PP/6K1 b - - 0 22,-375.0
5rk1/p1p3pp/4qp2/3p4/4p3/PP2P3/1BP1Q1PP/6K1 w - - 0 23,-367.0
5rk1/p1p3pp/4qp2/1Q1p4/4p3/PP2P3/1BP3PP/6K1 b - - 1 23,-463.0
5rk1/p1p3pp/1q3p2/1Q1p4/4p3/PP2P3/1BP3PP/6K1 w - - 2 24,-282.0
5rk1/p1p3pp/1Q3p2/3p4/4p3/PP2P3/1BP3PP/6K1 b - - 0 24,-61.0
5rk1/p5pp/1p3p2/3p4/4p3/PP2P3/1BP3PP/6K1 w - - 0 25,-371.0
5rk1/p5pp/1p3p2/3p4/P3p3/1P2P3/1BP3PP/6K1 b - - 0 25,-453.0
2r3k1/p5pp/1p3p2/3p4/P3p3/1P2P3/1BP3PP/6K1 w - - 1 26,-413.0
2r3k1/p5pp/1p3p2/3p4/P3p3/BP2P3/2P3PP/6K1 b - - 2 26,-520.0
6k1/p5pp/1p3p2/3p4/P3p3/BP2P3/2r3PP/6K1 w - - 0 27,-451.0
6k1/p5pp/1p3p2/3p4/P3p3/BP2P1P1/2r4P/6K1 b - - 0 27,-569.0
6k1/p5pp/1p3p2/3p4/P3p3/BPr1P1P1/7P/6K1 w - - 1 28,-446.0
6k1/p5pp/1p1B1p2/3p4/P3p3/1Pr1P1P1/7P/6K1 b - - 2 28,-601.0
6k1/p5pp/1p1B1p2/3p4/P3p3/1r2P1P1/7P/6K1 w - - 0 29,-483.0
6k1/p5pp/1p3p2/3p4/P3pB2/1r2P1P1/7P/6K1 b - - 1 29,-611.0
6k1/6pp/1p3p2/p2p4/P3pB2/1r2P1P1/7P/6K1 w - - 0 30,-505.0
6k1/6pp/1p3p2/p2p4/P3pB2/1r2P1P1/6KP/8 b - - 1 30,-583.0
6k1/6pp/1p3p2/p2p4/Pr2pB2/4P1P1/6KP/8 w - - 2 31,-558.0
6k1/6pp/1p3p2/p2p4/Pr2pB2/4P1PK/7P/8 b - - 3 31,-594.0
6k1/6pp/1p3p2/p2p4/r3pB2/4P1PK/7P/8 w - - 0 32,-522.0
6k1/6pp/1p1B1p2/p2p4/r3p3/4P1PK/7P/8 b - - 1 32,-590.0
6k1/7p/1p1B1p2/p2p2p1/r3p3/4P1PK/7P/8 w - - 0 33,-507.0
6k1/7p/1p1B1p2/p2p2p1/r3p1K1/4P1P1/7P/8 b - - 1 33,-557.0
6k1/7p/1p1B1p2/p2p2p1/2r1p1K1/4P1P1/7P/8 w - - 2 34,-518.0
1B4k1/7p/1p3p2/p2p2p1/2r1p1K1/4P1P1/7P/8 b - - 3 34,-569.0
1B4k1/7p/1pr2p2/p2p2p1/4p1K1/4P1P1/7P/8 w - - 4 35,-500.0
6k1/B6p/1pr2p2/p2p2p1/4p1K1/4P1P1/7P/8 b - - 5 35,-598.0
8/B4k1p/1pr2p2/p2p2p1/4p1K1/4P1P1/7P/8 w - - 6 36,-478.0
8/B4k1p/1pr2p2/p2p1Kp1/4p3/4P1P1/7P/8 b - - 7 36,-607.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,27.0
rnbqkbnr/p1pppppp/1p6/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,63.0
rnbqkbnr/p1pppppp/1p6/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,38.0
rn1qkbnr/pbpppppp/1p6/8/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,44.0
rn1qkbnr/pbpppppp/1p6/8/2B1P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 3 3,34.0
rn1qkbnr/pbpp1ppp/1p2p3/8/2B1P3/5Q2/PPPP1PPP/RNB1K1NR w KQkq - 0 4,0.0
rn1qkbnr/pbpp1ppp/1p2p3/8/2B1P3/3P1Q2/PPP2PPP/RNB1K1NR b KQkq - 0 4,-11.0
rn1qkbnr/pbpp2pp/1p2p3/5p2/2B1P3/3P1Q2/PPP2PPP/RNB1K1NR w KQkq - 0 5,-5.0
rn1qkbnr/pbpp2pp/1p2p3/5p2/2B1P3/2NP1Q2/PPP2PPP/R1B1K1NR b KQkq - 1 5,14.0
rn1qkb1r/pbpp2pp/1p2pn2/5p2/2B1P3/2NP1Q2/PPP2PPP/R1B1K1NR w KQkq - 2 6,4.0
rn1qkb1r/pbpp2pp/1p2pn2/5pB1/2B1P3/2NP1Q2/PPP2PPP/R3K1NR b KQkq - 3 6,-1.0
rn1qk2r/pbpp2pp/1p2pn2/5pB1/1bB1P3/2NP1Q2/PPP2PPP/R3K1NR w KQkq - 4 7,4.0
rn1qk2r/pbpp2pp/1p2pn2/5pB1/1bB1P3/2NP1Q2/PPP1NPPP/R3K2R b KQkq - 5 7,10.0
rn1q1rk1/pbpp2pp/1p2pn2/5pB1/1bB1P3/2NP1Q2/PPP1NPPP/R3K2R w KQ - 6 8,3.0
rn1q1rk1/pbpp2pp/1p2pn2/5pB1/1bB1P3/2NP1Q2/PPP1NPPP/R4RK1 b - - 7 8,-16.0
rn2qrk1/pbpp2pp/1p2pn2/5pB1/1bB1P3/2NP1Q2/PPP1NPPP/R4RK1 w - - 8 9,0.0
rn2qrk1/pbpp2pp/1p2pn2/5QB1/1bB1P3/2NP4/PPP1NPPP/R4RK1 b - - 0 9,66.0
rn2qrk1/pbpp2pp/1p2p3/5QBn/1bB1P3/2NP4/PPP1NPPP/R4RK1 w - - 1 10,159.0
rn2qrk1/pbpp2pp/1p2p3/6Bn/1bB1P3/2NP3Q/PPP1NPPP/R4RK1 b - - 2 10,178.0
rn2qrk1/pbpp2pp/1p2pn2/6B1/1bB1P3/2NP3Q/PPP1NPPP/R4RK1 w - - 3 11,212.0
rn2qrk1/pbpp2pp/1p2pB2/8/1bB1P3/2NP3Q/PPP1NPPP/R4RK1 b - - 0 11,231.0
rn2q1k1/pbpp2pp/1p2pr2/8/1bB1P3/2NP3Q/PPP1NPPP/R4RK1 w - - 0 12,140.0
rn2q1k1/pbpp2pp/1p2pr2/8/1bB1P3/P1NP3Q/1PP1NPPP/R4RK1 b - - 0 12,130.0
rn2q1k1/pbpp2pp/1p2pr2/8/2B1P3/P1bP3Q/1PP1NPPP/R4RK1 w - - 0 13,64.0
rn2q1k1/pbpp2pp/1p2pr2/8/2B1P3/P1NP3Q/1PP2PPP/R4RK1 b - - 0 13,143.0
rn2q1k1/pbpp2pp/1p2p2r/8/2B1P3/P1NP3Q/1PP2PPP/R4RK1 w - - 1 14,131.0
rn2q1k1/pbpp2pp/1p2p2r/8/2B1P3/P1NP2Q1/1PP2PPP/R4RK1 b - - 2 14,169.0
rn2q2k/pbpp2pp/1p2p2r/8/2B1P3/P1NP2Q1/1PP2PPP/R4RK1 w - - 3 15,209.0
rn2q2k/pbQp2pp/1p2p2r/8/2B1P3/P1NP4/1PP2PPP/R4RK1 b - - 0 15,330.0
rnq4k/pbQp2pp/1p2p2r/8/2B1P3/P1NP4/1PP2PPP/R4RK1 w - - 1 16,429.0
rnb4k/p2p2pp/1p2p2r/8/2B1P3/P1NP4/1PP2PPP/R4RK1 w - - 0 17,482.0
rnb4k/p2p2pp/1p2p2r/8/2B1P3/P2P4/1PP1NPPP/R4RK1 b - - 1 17,345.0
rn5k/pb1p2pp/1p2p2r/8/2B1P3/P2P4/1PP1NPPP/R4RK1 w - - 2 18,438.0
rn5k/pb1p2pp/1p2p2r/8/2B1P3/P2P2N1/1PP2PPP/R4RK1 b - - 3 18,327.0
r6k/pb1p2pp/1pn1p2r/8/2B1P3/P2P2N1/1PP2PPP/R4RK1 w - - 4 19,381.0
r6k/pb1p2pp/1pn1p2r/8/2B1PP2/P2P2N1/1PP3PP/R4RK1 b - - 0 19,343.0
r6k/pb1p2pp/1p2p2r/8/2BnPP2/P2P2N1/1PP3PP/R4RK1 w - - 1 20,396.0
r6k/pb1p2pp/1p2p2r/8/2BnPP2/P1PP2N1/1P4PP/R4RK1 b - - 0 20,380.0
r6k/pb1p2pp/1pn1p2r/8/2B1PP2/P1PP2N1/1P4PP/R4RK1 w - - 1 21,463.0
r6k/pb1p2pp/1pn1p2r/5P2/2B1P3/P1PP2N1/1P4PP/R4RK1 b - - 0 21,366.0
r6k/pb1p2pp/1pn4r/5p2/2B1P3/P1PP2N1/1P4PP/R4RK1 w - - 0 22,367.0
r6k/pb1p2pp/1pn4r/5N2/2B1P3/P1PP4/1P4PP/R4RK1 b - - 0 22,440.0
r6k/pb1p2pp/1pn2r2/5N2/2B1P3/P1PP4/1P4PP/R4RK1 w - - 1 23,448.0
r6k/pb1p2pp/1pn2r2/5N2/2B1P3/P1PP4/1P4PP/4RRK1 b - - 2 23,368.0
5r1k/pb1p2pp/1pn2r2/5N2/2B1P3/P1PP4/1P4PP/4RRK1 w - - 3 24,440.0
5r1k/pb1p2pp/1pn2r2/5N2/2B1P3/P1PP3P/1P4P1/4RRK1 b - - 0 24,370.0
5r1k/pb1p2pp/1p3r2/4nN2/2B1P3/P1PP3P/1P4P1/4RRK1 w - - 1 25,387.0
5r1k/pb1p2pp/1p3r2/4nN2/4P3/P1PP3P/BP4P1/4RRK1 b - - 2 25,282.0
5r1k/1b1p2pp/pp3r2/4nN2/4P3/P1PP3P/BP4P1/4RRK1 w - - 0 26,417.0
5r1k/1b1p2pp/pp3r2/4nN2/3PP3/P1P4P/BP4P1/4RRK1 b - - 0 26,386.0
5r1k/1b1p2pp/ppn2r2/5N2/3PP3/P1P4P/BP4P1/4RRK1 w - - 1 27,499.0
5r1k/1b1p2pp/ppn2r2/8/3PP3/P1P1N2P/BP4P1/4RRK1 b - - 2 27,469.0
5r1k/1b1p2pp/pp3r2/8/3nP3/P1P1N2P/BP4P1/4RRK1 w - - 0 28,334.0
5r1k/1b1p2pp/pp3r2/8/3PP3/P3N2P/BP4P1/4RRK1 b - - 0 28,532.0
5r1k/1b1p2pp/pp6/8/3PP3/P3N2P/BP4P1/5RK1 b - - 0 29,494.0
7k/1b1p2pp/pp6/8/3PP3/P3N2P/BP4P1/5K2 b - - 0 30,396.0
7k/3p2pp/pp6/8/3Pb3/P3N2P/BP4P1/5K2 w - - 0 31,526.0
7k/3p2pp/pp6/3P4/4b3/P3N2P/BP4P1/5K2 b - - 0 31,413.0
7k/3p2pp/pp6/3P4/8/P2bN2P/BP3KP1/8 b - - 2 32,461.0
7k/3p2pp/pp6/1b1P4/8/P3N2P/BP3KP1/8 w - - 3 33,558.0
7k/3p2pp/pp6/1b1P1N2/8/P6P/BP3KP1/8 b - - 4 33,388.0
7k/6pp/pp1p4/1b1P1N2/8/P6P/BP3KP1/8 w - - 0 34,593.0
7k/6pp/pp1N4/1b1P4/8/P6P/BP3KP1/8 b - - 0 34,471.0
6k1/6pp/pp1N4/1b1P4/8/P6P/BP3KP1/8 w - - 1 35,652.0
6k1/6pp/pp6/1N1P4/8/P6P/BP3KP1/8 b - - 0 35,304.0
5k2/6pp/pp6/1N1P4/8/P6P/BP3KP1/8 w - - 1 36,394.0
5k2/6pp/pp1P4/1N6/8/P6P/BP3KP1/8 b - - 0 36,323.0
4k3/6pp/pp1P4/1N6/8/P6P/BP3KP1/8 w - - 1 37,401.0
rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq - 0 1,-19.0
rnbqkbnr/ppp1pppp/8/3p4/8/1P6/P1PPPPPP/RNBQKBNR w KQkq - 0 2,-16.0
rnbqkbnr/ppp1pppp/8/3p4/8/1P6/PBPPPPPP/RN1QKBNR b KQkq - 1 2,-17.0
rn1qkbnr/ppp1pppp/8/3p1b2/8/1P6/PBPPPPPP/RN1QKBNR w KQkq - 2 3,-6.0
rn1qkbnr/ppp1pppp/8/3p1b2/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq - 0 3,-1.0
rn1qkbnr/ppp1p1pp/5p2/3p1b2/8/1P2P3/PBPP1PPP/RN1QKBNR w KQkq - 0 4,25.0
rn1qkbnr/ppp1p1pp/5p2/3p1b2/5P2/1P2P3/PBPP2PP/RN1QKBNR b KQkq - 0 4,3.0
rn1qkbnr/ppp3pp/5p2/3ppb2/5P2/1P2P3/PBPP2PP/RN1QKBNR w KQkq - 0 5,14.0
rn1qkbnr/ppp3pp/5p2/3pPb2/8/1P2P3/PBPP2PP/RN1QKBNR b KQkq - 0 5,86.0
rn2kbnr/ppp1q1pp/5p2/3pPb2/8/1P2P3/PBPP2PP/RN1QKBNR w KQkq - 1 6,163.0
rn2kbnr/ppp1q1pp/5p2/3pPb2/8/1P2PN2/PBPP2PP/RN1QKB1R b KQkq - 2 6,135.0
